地址,户型,面积,朝向,装修,楼层,购买时间,总价,单价,关注度,发布时间,链接
金地格林6,3室2厅,158.6,南 北,精装,中楼层(共5层),板楼,530.0,33418,6, 2个月以前发布,https://bj.lianjia.com/ershoufang/101123909355.html
黑山东街,3室1厅,55.91,东 南 北,精装,中楼层(共6层),板楼,150.0,26829,36, 5个月以前发布,https://bj.lianjia.com/ershoufang/101124167802.html
顺源里,2室1厅,49.02,东南,简装,中楼层(共12层),1984年,355.0,72420,20, 4个月以前发布,https://bj.lianjia.com/ershoufang/101123030057.html
翠成馨园E区,2室1厅,93.32,东南 北,简装,28层,2009年,339.0,36327,8, 4个月以前发布,https://bj.lianjia.com/ershoufang/101123949272.html
京艺天朗雅园,2室1厅,89.3,南 北,精装,中楼层(共6层),板楼,355.0,39754,8, 4个月以前发布,https://bj.lianjia.com/ershoufang/101125997831.html
汇景苑二区,2室1厅,86.88,南,简装,低楼层(共29层),2016年,386.0,44430,18, 2个月以前发布,https://bj.lianjia.com/ershoufang/101124677472.html
林海园,2室1厅,85.32,南 北,简装,底层(共6层),板楼,155.0,18167,32, 4个月以前发布,https://bj.lianjia.com/ershoufang/101124385445.html
首邑溪谷,3室1厅,59.81,南 北,精装,高楼层(共16层),2012年,327.0,54674,6, 29天以前发布,https://bj.lianjia.com/ershoufang/101123957152.html
10AM新坐标,1室1厅,46.06,南,简装,26层,2005年,229.0,49718,6, 6个月以前发布,https://bj.lianjia.com/ershoufang/101125307021.html
芳怡园,1室1厅,54.68,东 西,简装,10层,板楼,406.0,74251,8, 20天以前发布,https://bj.lianjia.com/ershoufang/101120723882.html
青荷里南山园,2室1厅,82.67,南,精装,中楼层(共29层),2015年,310.0,37499,22, 4个月以前发布,https://bj.lianjia.com/ershoufang/101118348938.html
帅府园,2室1厅,62.51,南 北,简装,高楼层(共6层),板楼,306.0,48953,2, 25天以前发布,https://bj.lianjia.com/ershoufang/101125864914.html
黄村西里,2室1厅,58.18,南 北,简装,中楼层(共5层),1982年,179.0,30767,10, 1个月以前发布,https://bj.lianjia.com/ershoufang/101123894567.html
富力城A区,2室1厅,98.54,东北,精装,中楼层(共28层),2004年,969.0,98336,6, 4个月以前发布,https://bj.lianjia.com/ershoufang/101124385445.html
华瀚福园C区,2室1厅,66.09,东南,精装,高楼层(共24层),板楼,268.0,40551,47, 2个月以前发布,https://bj.lianjia.com/ershoufang/101123836774.html
永旭嘉园,2室1厅,89.5,南 北,简装,低楼层(共16层),2015年,268.0,29945,23, 3个月以前发布,https://bj.lianjia.com/ershoufang/101123881218.html
碣石坪,2室1厅,67.99,南 北,简装,中楼层(共6层),1997年,255.0,37506,49, 1个月以前发布,https://bj.lianjia.com/ershoufang/101125722465.html
澳洲康都,2室1厅,86.8,南 东,精装,低楼层(共28层),2006年,696.0,80185,71, 4个月以前发布,https://bj.lianjia.com/ershoufang/101125527774.html
北滨河路2号院,3室1厅,75.0,东南,精装,低楼层(共20层),板塔结合,1205.0,160667,18, 1个月以前发布,https://bj.lianjia.com/ershoufang/101125921798.html
板桥南街7号院,1室1厅,56.06,南 北,简装,中楼层(共15层),2015年,96.0,17125,91, 4个月以前发布,https://bj.lianjia.com/ershoufang/101123008378.html
水碓子东路,2室1厅,55.55,南,简装,高楼层(共6层),板楼,269.0,48425,9, 15天以前发布,https://bj.lianjia.com/ershoufang/101125061976.html
翰林庭院,2室2厅,110.94,北 南,简装,中楼层(共15层),2008年,430.0,38760,4, 1个月以前发布,https://bj.lianjia.com/ershoufang/101124917458.html
北花园小区3号院,1室0厅,51.61,南,精装,中楼层(共28层),2011年,173.0,33521,9, 24天以前发布,https://bj.lianjia.com/ershoufang/101124118850.html
住欣家园,1室1厅,49.56,西,简装,低楼层(共28层),2010年,168.0,33899,15, 1个月以前发布,https://bj.lianjia.com/ershoufang/101124821099.html
世纪金色嘉园,1室1厅,29.74,西,简装,28层,2003年,160.0,53800,8, 1个月以前发布,https://bj.lianjia.com/ershoufang/101126090618.html
麦子店街,2室1厅,57.51,南 北,简装,中楼层(共4层),板楼,340.0,59121,8, 23天以前发布,https://bj.lianjia.com/ershoufang/101123318209.html
王皮胡同,1室0厅,16.6,南,精装,底层(共1层),平房,230.0,138555,7, 4个月以前发布,https://bj.lianjia.com/ershoufang/101123966245.html
住欣家园,1室1厅,49.56,西,简装,低楼层(共28层),2010年,168.0,33899,15, 1个月以前发布,https://bj.lianjia.com/ershoufang/101126087422.html
水碓子东路,2室1厅,55.55,南,简装,高楼层(共6层),板楼,269.0,48425,9, 15天以前发布,https://bj.lianjia.com/ershoufang/101125370305.html
北花园小区3号院,1室0厅,51.61,南,精装,中楼层(共28层),2011年,173.0,33521,9, 24天以前发布,https://bj.lianjia.com/ershoufang/101126110127.html
世纪金色嘉园,1室1厅,29.74,西,简装,28层,2003年,160.0,53800,8, 1个月以前发布,https://bj.lianjia.com/ershoufang/101124821099.html
麦子店街,2室1厅,57.51,南 北,简装,中楼层(共4层),板楼,340.0,59121,8, 23天以前发布,https://bj.lianjia.com/ershoufang/101125061976.html
东辛房,2室1厅,64.22,南 北,简装,顶层(共2层),板楼,128.0,19932,1, 15天以前发布,https://bj.lianjia.com/ershoufang/101123920607.html
金泰先锋北区,2室1厅,91.35,南,精装,18层,2008年,725.0,79366,6, 31天以前发布,https://bj.lianjia.com/ershoufang/101126129753.html
新兴家园,2室1厅,90.31,南 北,精装,10层,板楼,215.0,23807,7, 2个月以前发布,https://bj.lianjia.com/ershoufang/101123894567.html
华威西里,2室1厅,60.3,南 北,简装,低楼层(共6层),1984年,240.0,39801,174, 4个月以前发布,https://bj.lianjia.com/ershoufang/101120577896.html
忠实里,2室1厅,59.42,西北,简装,高楼层(共16层),塔楼,530.0,89196,17, 2个月以前发布,https://bj.lianjia.com/ershoufang/101118348938.html
慈云寺,1室0厅,21.77,南,简装,高楼层(共6层),1991年,135.0,62012,23, 29天以前发布,https://bj.lianjia.com/ershoufang/101124433747.html
甜水园北里,2室1厅,68.7,南 北,简装,中楼层(共12层),1995年,343.0,49928,48, 3个月以前发布,https://bj.lianjia.com/ershoufang/101125171112.html
龙聚山庄,4室2厅,199.31,南 北,精装,3层,板楼,199.0,9985,25, 2个月以前发布,https://bj.lianjia.com/ershoufang/101120723882.html
西便门西里,2室1厅,59.24,东 南 西,毛坯,高楼层(共20层),塔楼,550.0,92843,4, 14天以前发布,https://bj.lianjia.com/ershoufang/101123318209.html
冠雅苑,2室2厅,74.22,南 北,简装,低楼层(共6层),板楼,205.0,27621,10, 27天以前发布,https://bj.lianjia.com/ershoufang/101125879517.html
伟业嘉园西里,3室2厅,126.18,南 北,精装,中楼层(共7层),2005年,315.0,24965,5, 21天以前发布,https://bj.lianjia.com/ershoufang/101125578787.html
莲花池西路6号院,3室2厅,104.2,东南,精装,中楼层(共20层),塔楼,666.0,63916,11, 1个月以前发布,https://bj.lianjia.com/ershoufang/101125061976.html
听竹院,1室1厅,55.43,南,简装,中楼层(共7层),2017年,142.0,25618,37, 4个月以前发布,https://bj.lianjia.com/ershoufang/101123318209.html
忠实里,2室1厅,59.42,西北,简装,高楼层(共16层),塔楼,530.0,89196,17, 2个月以前发布,https://bj.lianjia.com/ershoufang/101126110127.html
gogo新世代,1室0厅,37.98,西,简装,中楼层(共30层),2005年,189.0,49764,34, 2个月以前发布,https://bj.lianjia.com/ershoufang/101125305223.html
政通路西里,3室1厅,83.23,南 北,简装,中楼层(共6层),板楼,166.0,19945,4, 5个月以前发布,https://bj.lianjia.com/ershoufang/101124821099.html
西便门西里,2室1厅,59.24,东 南 西,毛坯,高楼层(共20层),塔楼,550.0,92843,4, 14天以前发布,https://bj.lianjia.com/ershoufang/101125864914.html
东辛房,2室1厅,64.22,南 北,简装,顶层(共2层),板楼,128.0,19932,1, 15天以前发布,https://bj.lianjia.com/ershoufang/101123842872.html
富力城A区,2室1厅,98.54,东北,精装,中楼层(共28层),2004年,969.0,98336,6, 4个月以前发布,https://bj.lianjia.com/ershoufang/101124830696.html
黄村西里,2室1厅,58.18,南 北,简装,中楼层(共5层),1982年,179.0,30767,10, 1个月以前发布,https://bj.lianjia.com/ershoufang/101125735830.html
合立方,3室1厅,87.6,南 北,精装,低楼层(共21层),2010年,420.0,47946,59, 5个月以前发布,https://bj.lianjia.com/ershoufang/101126068160.html
新兴家园,2室1厅,90.31,南 北,精装,10层,板楼,215.0,23807,7, 2个月以前发布,https://bj.lianjia.com/ershoufang/101123512784.html
金泰先锋北区,2室1厅,91.35,南,精装,18层,2008年,725.0,79366,6, 31天以前发布,https://bj.lianjia.com/ershoufang/101124840141.html
帅府园,2室1厅,62.51,南 北,简装,高楼层(共6层),板楼,306.0,48953,2, 25天以前发布,https://bj.lianjia.com/ershoufang/101125911159.html
凯盛家园,1室1厅,59.18,南 北,简装,中楼层(共10层),板塔结合,275.0,46469,8, 28天以前发布,https://bj.lianjia.com/ershoufang/101125870194.html
白家庄东里,3室1厅,80.31,南 北,简装,高楼层(共15层),板楼,477.0,59395,79, 2个月以前发布,https://bj.lianjia.com/ershoufang/101125541141.html
泰晤士印象,3室1厅,102.59,南 北,精装,中楼层(共14层),板塔结合,185.0,18033,6, 1个月以前发布,https://bj.lianjia.com/ershoufang/101125612731.html
世纪新景,3室1厅,184.08,南 北,简装,中楼层(共18层),板楼,1730.0,93981,21, 2个月以前发布,https://bj.lianjia.com/ershoufang/101126012274.html
福城国际公寓,2室2厅,107.32,南 北,简装,高楼层(共15层),2008年,160.0,14909,1, 1个月以前发布,https://bj.lianjia.com/ershoufang/101124233206.html
红莲南里,2室1厅,54.05,南 北,简装,顶层(共6层),板楼,388.0,71786,74, 2个月以前发布,https://bj.lianjia.com/ershoufang/101123632142.html
逸翠园,3室2厅,153.25,南 北,精装,中楼层(共9层),2006年,1275.0,83198,17, 19天以前发布,https://bj.lianjia.com/ershoufang/101122572552.html
地坛北里,2室1厅,83.51,南 北,简装,低楼层(共14层),板塔结合,850.0,101785,14, 24天以前发布,https://bj.lianjia.com/ershoufang/101120129017.html
崇文门东大街,2室1厅,60.69,南 北,精装,中楼层(共14层),板楼,519.0,85517,49, 3个月以前发布,https://bj.lianjia.com/ershoufang/101125428490.html
古城南路,2室1厅,41.08,南,简装,中楼层(共5层),1975年,168.0,40896,11, 13天以前发布,https://bj.lianjia.com/ershoufang/101123195969.html
润泽公馆,2室2厅,107.34,南,精装,中楼层(共24层),2013年,850.0,79188,60, 4个月以前发布,https://bj.lianjia.com/ershoufang/101124903266.html
科育小区,2室1厅,46.8,南 北,简装,中楼层(共5层),2008年,596.0,127351,50, 6个月以前发布,https://bj.lianjia.com/ershoufang/101125202073.html
南庭新苑南区,2室1厅,58.86,南,简装,顶层(共15层),2010年,241.0,40945,13, 7个月以前发布,https://bj.lianjia.com/ershoufang/101123026836.html
望都家园,2室2厅,123.48,南 北,精装,7层,板楼,319.0,25835,16, 4个月以前发布,https://bj.lianjia.com/ershoufang/101126086815.html
赵公口小区,2室1厅,57.42,南,简装,中楼层(共6层),板楼,258.0,44933,47, 一年前发布,https://bj.lianjia.com/ershoufang/101125952627.html
管庄西里,2室1厅,64.95,南 北,精装,中楼层(共6层),板楼,315.0,48499,11, 1个月以前发布,https://bj.lianjia.com/ershoufang/101125596388.html
金汉绿港三区,3室2厅,95.12,南 北,简装,高楼层(共18层),2009年,318.0,33432,35, 4个月以前发布,https://bj.lianjia.com/ershoufang/101125232814.html
国美第一城3号院,2室2厅,79.52,东北,精装,27层,2007年,395.0,49674,50, 2个月以前发布,https://bj.lianjia.com/ershoufang/101122199380.html
珠光逸景二期,2室1厅,74.38,南 北,简装,底层(共6层),2013年,228.0,30654,6, 26天以前发布,https://bj.lianjia.com/ershoufang/101122528087.html
北京机床研究所家属楼,2室1厅,56.94,南 北,其他,顶层(共5层),1980年,59.0,10362,6, 7个月以前发布,https://bj.lianjia.com/ershoufang/101123502639.html
世纪东方城北区,1室1厅,72.95,南,精装,中楼层(共11层),板楼,385.0,52776,43, 3个月以前发布,https://bj.lianjia.com/ershoufang/101125953147.html
新华街一里,3室1厅,68.72,南 北,简装,低楼层(共6层),板楼,299.0,43510,87, 7个月以前发布,https://bj.lianjia.com/ershoufang/101125737681.html
冠城大通澜石,3室1厅,120.47,南 北,精装,中楼层(共26层),2012年,1398.0,116046,17, 3个月以前发布,https://bj.lianjia.com/ershoufang/101122868527.html
怡然世家,1室1厅,51.86,南,简装,28层,2013年,175.0,33745,3, 5个月以前发布,https://bj.lianjia.com/ershoufang/101123525762.html
滨河东里南区,2室1厅,54.98,东 南,简装,中楼层(共6层),板楼,168.0,30557,3, 16天以前发布,https://bj.lianjia.com/ershoufang/101122384159.html
非常生活,1室0厅,41.75,北,简装,23层,2004年,236.0,56527,3, 24天以前发布,https://bj.lianjia.com/ershoufang/101125299577.html
芳园南里,2室1厅,53.97,南 北,简装,底层(共6层),1986年,259.0,47990,23, 2个月以前发布,https://bj.lianjia.com/ershoufang/101118368869.html
长阳半岛2号院,2室1厅,87.65,南 北,精装,低楼层(共28层),2012年,295.0,33657,14, 1个月以前发布,https://bj.lianjia.com/ershoufang/101120515255.html
康泽佳苑北区,2室1厅,78.29,南,简装,高楼层(共30层),2015年,229.0,29251,26, 4个月以前发布,https://bj.lianjia.com/ershoufang/101123989989.html
加州水郡三期,1室1厅,58.66,南,精装,中楼层(共15层),2009年,139.0,23696,27, 6个月以前发布,https://bj.lianjia.com/ershoufang/101123797756.html
金家村1号院,3室1厅,86.46,南 北,简装,顶层(共6层),板楼,380.0,43951,64, 4个月以前发布,https://bj.lianjia.com/ershoufang/101123707011.html
首创紫悦台,2室1厅,75.15,南 北,精装,低楼层(共24层),2017年,218.0,29009,6, 1个月以前发布,https://bj.lianjia.com/ershoufang/101124454262.html
龙华园,2室1厅,71.91,南 北,精装,6层,板楼,325.0,45196,87, 3个月以前发布,https://bj.lianjia.com/ershoufang/101124994033.html
左安浦园,1室0厅,39.01,北,精装,高楼层(共18层),2004年,325.0,83312,40, 3个月以前发布,https://bj.lianjia.com/ershoufang/101124524847.html
北太平路16号院,3室2厅,132.72,南 北,简装,低楼层(共11层),板楼,1239.0,93355,35, 2个月以前发布,https://bj.lianjia.com/ershoufang/101125432229.html
东柳西里,1室1厅,35.63,南,简装,5层,板楼,135.0,37890,26, 2个月以前发布,https://bj.lianjia.com/ershoufang/101125648218.html
通惠家园,2室1厅,85.01,东南,精装,22层,塔楼,470.0,55288,41, 3个月以前发布,https://bj.lianjia.com/ershoufang/101122971758.html
华严北里小区,1室1厅,44.93,南,简装,顶层(共6层),板楼,248.0,55197,32, 1个月以前发布,https://bj.lianjia.com/ershoufang/101123085193.html
天通苑中苑,3室1厅,146.53,南 北,精装,中楼层(共11层),板楼,678.0,46271,59, 1个月以前发布,https://bj.lianjia.com/ershoufang/101124830696.html
永乐西区,2室1厅,60.52,南,简装,中楼层(共6层),1988年,228.0,37674,44, 3个月以前发布,https://bj.lianjia.com/ershoufang/101122741190.html
朝丰家园8号院,2室1厅,77.6,南 北,精装,底层(共18层),2009年,258.0,33248,33, 1个月以前发布,https://bj.lianjia.com/ershoufang/101125735830.html
世界名园北区,3室2厅,140.01,南 北,精装,中楼层(共10层),2011年,177.0,12642,5, 31天以前发布,https://bj.lianjia.com/ershoufang/101123782440.html
都会华庭,2室1厅,94.02,西南,简装,低楼层(共30层),2001年,498.0,52968,25, 4个月以前发布,https://bj.lianjia.com/ershoufang/101125694921.html
富力丹麦小镇D区,2室2厅,99.3,南,精装,8层,板楼,230.0,23163,22, 3个月以前发布,https://bj.lianjia.com/ershoufang/101124810368.html
先锋公寓,3室1厅,134.65,西 东北,简装,中楼层(共15层),2003年,273.0,20275,25, 6个月以前发布,https://bj.lianjia.com/ershoufang/101125999662.html
首开熙悦山熹园1号院,2室1厅,88.04,南 北,简装,中楼层(共20层),2013年,279.0,31691,11, 1个月以前发布,https://bj.lianjia.com/ershoufang/101125633106.html
秀水园,2室1厅,69.53,东南 北,简装,14层,板楼,368.0,52927,102, 6个月以前发布,https://bj.lianjia.com/ershoufang/101125845290.html
开园小区,2室2厅,101.04,北 南,精装,18层,2011年,200.0,19795,0, 30天以前发布,https://bj.lianjia.com/ershoufang/101126088575.html
自由度,2室1厅,92.12,西北,精装,中楼层(共8层),2002年,504.0,54712,59, 5个月以前发布,https://bj.lianjia.com/ershoufang/101126099201.html
首开缇香郡二期,3室1厅,90.12,南 北,其他,中楼层(共10层),板楼,226.0,25078,1, 16天以前发布,https://bj.lianjia.com/ershoufang/101125079024.html
十里堡北里,2室1厅,59.07,西北,简装,中楼层(共21层),1991年,275.0,46555,51, 3个月以前发布,https://bj.lianjia.com/ershoufang/101125436117.html
建新北区,2室1厅,52.53,南,简装,5层,板楼,249.0,47402,0, 14天以前发布,https://bj.lianjia.com/ershoufang/101123798887.html
泰河园一里一区,1室1厅,62.72,南 北,简装,中楼层(共11层),板楼,300.0,47832,1, 2个月以前发布,https://bj.lianjia.com/ershoufang/101126025517.html
安慧里三区,4室2厅,155.65,南 北,精装,低楼层(共18层),1990年,920.0,59107,46, 2个月以前发布,https://bj.lianjia.com/ershoufang/101124455191.html
西罗园南里,1室1厅,42.8,南,简装,顶层(共6层),1996年,179.0,41823,27, 2个月以前发布,https://bj.lianjia.com/ershoufang/101124171403.html
新纪家园,2室1厅,82.1,东南,精装,中楼层(共28层),2003年,650.0,79172,28, 1个月以前发布,https://bj.lianjia.com/ershoufang/101123066316.html
汤HOUSE,5室3厅,232.26,南 北,其他,3层,板楼,680.0,29278,6, 1个月以前发布,https://bj.lianjia.com/ershoufang/101123015782.html
将府锦苑,1室1厅,51.01,南,精装,中楼层(共28层),板楼,249.0,48814,14, 4个月以前发布,https://bj.lianjia.com/ershoufang/101124221650.html
城建上河湾北区,3室1厅,82.89,南 北,精装,中楼层(共14层),板塔结合,152.0,18338,2, 1个月以前发布,https://bj.lianjia.com/ershoufang/101124972637.html
三不老胡同,1室0厅,13.79,东,简装,底层(共1层),暂无数据,238.0,172589,8, 19天以前发布,https://bj.lianjia.com/ershoufang/101125290187.html
西罗园四区,1室1厅,68.07,西南,简装,高楼层(共18层),塔楼,319.0,46864,8, 1个月以前发布,https://bj.lianjia.com/ershoufang/101125347519.html
京贸国际公寓,3室2厅,129.59,西南,精装,高楼层(共24层),2004年,408.0,31484,20, 1个月以前发布,https://bj.lianjia.com/ershoufang/101115039557.html
隆盛园,2室1厅,82.74,南 北,简装,顶层(共6层),板塔结合,123.0,14866,29, 一年前发布,https://bj.lianjia.com/ershoufang/101124972637.html
康泽佳苑南区,2室1厅,52.7,南,简装,18层,2014年,188.0,35674,4, 17天以前发布,https://bj.lianjia.com/ershoufang/101119775963.html
懿品阁,2室1厅,69.78,东,精装,中楼层(共18层),塔楼,490.0,70221,26, 2个月以前发布,https://bj.lianjia.com/ershoufang/101124221650.html
蔚园,2室1厅,64.12,南 北,简装,顶层(共6层),板楼,189.0,29476,28, 29天以前发布,https://bj.lianjia.com/ershoufang/101123873119.html
中体奥林匹克花园三期,5室2厅,251.25,南 北,毛坯,3层,2009年,650.0,25871,59, 一年前发布,https://bj.lianjia.com/ershoufang/101124571122.html
领秀慧谷D2区,2室2厅,98.52,东 南 北,简装,低楼层(共13层),板楼,595.0,60394,15, 19天以前发布,https://bj.lianjia.com/ershoufang/101125290187.html
玉海园二里,3室1厅,106.1,南 北,简装,底层(共6层),板楼,735.0,69275,75, 3个月以前发布,https://bj.lianjia.com/ershoufang/101124906544.html
京投银泰万科西华府,3室2厅,138.95,南 北,精装,低楼层(共20层),板楼,860.0,61893,25, 5个月以前发布,https://bj.lianjia.com/ershoufang/101124081069.html
观湖国际,3室2厅,189.01,南 北,精装,中楼层(共26层),2005年,1680.0,88885,92, 4个月以前发布,https://bj.lianjia.com/ershoufang/101125274944.html
双桥六号井,2室1厅,59.59,南 北,精装,高楼层(共6层),板楼,190.0,31885,52, 5个月以前发布,https://bj.lianjia.com/ershoufang/101125694921.html
希格玛公寓,2室1厅,91.74,北,精装,中楼层(共20层),塔楼,673.0,73360,19, 3个月以前发布,https://bj.lianjia.com/ershoufang/101125749797.html
周家庄中路19号院,2室1厅,89.07,东 南 北,简装,低楼层(共25层),2015年,478.0,53666,100, 5个月以前发布,https://bj.lianjia.com/ershoufang/101124569893.html
月坛北街25号院,2室1厅,63.2,南,精装,中楼层(共5层),板楼,815.0,128956,23, 1个月以前发布,https://bj.lianjia.com/ershoufang/101123427396.html
蜂鸟家园,1室0厅,51.68,北,精装,顶层(共14层),2004年,598.0,115713,4, 2个月以前发布,https://bj.lianjia.com/ershoufang/101125118168.html
仓房小区,2室1厅,65.9,南 北,简装,中楼层(共6层),板楼,102.0,15478,5, 10个月以前发布,https://bj.lianjia.com/ershoufang/101125620659.html
首开常青藤二期,3室1厅,91.33,南 北,简装,中楼层(共6层),板楼,625.0,68434,28, 1个月以前发布,https://bj.lianjia.com/ershoufang/101123102756.html
希格玛公寓,2室1厅,91.74,北,精装,中楼层(共20层),塔楼,673.0,73360,19, 3个月以前发布,https://bj.lianjia.com/ershoufang/101120723537.html
周家庄中路19号院,2室1厅,89.07,东 南 北,简装,低楼层(共25层),2015年,478.0,53666,100, 5个月以前发布,https://bj.lianjia.com/ershoufang/101124457341.html
惠泽家园,2室1厅,84.54,南 北,简装,中楼层(共6层),板楼,198.0,23421,4, 14天以前发布,https://bj.lianjia.com/ershoufang/101125912742.html
中海枫涟山庄,3室2厅,122.18,南 北,简装,中楼层(共6层),板楼,1120.0,91669,48, 10个月以前发布,https://bj.lianjia.com/ershoufang/101126092382.html
帅府园二期,2室2厅,86.64,南,精装,高楼层(共21层),板楼,537.0,61981,17, 3个月以前发布,https://bj.lianjia.com/ershoufang/101126162909.html
世纪龙祥嘉园,2室1厅,92.07,南 北,精装,高楼层(共15层),板楼,510.0,55393,52, 3个月以前发布,https://bj.lianjia.com/ershoufang/101125025518.html
慧忠北里第二社区,2室1厅,70.96,南,简装,中楼层(共16层),板楼,441.0,62148,114, 4个月以前发布,https://bj.lianjia.com/ershoufang/101124569893.html
新光大中心,1室1厅,57.67,北,精装,低楼层(共41层),塔楼,135.0,23410,11, 24天以前发布,https://bj.lianjia.com/ershoufang/101126069480.html
